genome	substrates
TARA_SAMEA2621551_METAG_AFHKGLEB	pectin, sucrose, carrageenan, beta-glycan, agarose, xyloglucan, human milk polysaccharide, beta-glucuronan, beta-fucosides, alkaloid, alpha-rhamnoside, glycogen, ulvan, trehalose, alpha-glucan, glycolipid, lignin, chitosan, polyphenol, alginate, peptidoglycan, xylan, arabinogalactan protein, beta-galactan, arabinan, abscisic acid, porphyran, alpha-mannan, beta-glucan, chitin, host glycan, starch, fucoidan, alpha-galactan, exo-polysaccharide, glucosylglycerate, cellulose, beta-mannan
TARA_SAMEA2621551_METAG_HNMBPJJF	pectin, xyloglucan, sialic acid, chitooligosaccharide, cellooligosaccharide, trehalose, lignin, polyphenol, peptidoglycan, glucooligosaccharide, fructan, xylan, arabinogalactan protein, beta-galactan, arabinan, chitin, host glycan, exo-polysaccharide, cellulose, beta-mannan
TARA_SAMEA2621551_METAG_PECKMDBI	pectin, sucrose, chitooligosaccharide, cellooligosaccharide, cephalosporin C, trehalose, ulvan, lignin, polyphenol, glucooligosaccharide, peptidoglycan, raffinose, palatinose, xylan, alpha-mannan, beta-glucan, chitin, host glycan, starch, exo-polysaccharide, cellulose
TARA_SAMEA2621287_METAG_LAMLNGLJ	arabinogalactan protein, beta-glucan, arabinan, trehalose, starch, porphyran, peptidoglycan, xylan, alpha-glucan, xyloglucan, polyphenol, cellulose, pectin, glycogen, agarose, host glycan, exo-polysaccharide, sucrose, lignin, chitin, carrageenan, glucosylglycerate
TARA_SAMEA2621287_METAG_KCCPFHJK	host glycan, peptidoglycan, cellooligosaccharide, exo-polysaccharide, chitooligosaccharide, beta-glucan, xylan, lignin, chitin, xyloglucan, glucooligosaccharide, arabinan, polyphenol, cellulose
TARA_SAMEA2621287_METAG_FFNGLIJO	beta-glucan, alpha-mannan, trehalose, starch, peptidoglycan, cellooligosaccharide, xylan, xyloglucan, chitosan, polyphenol, cellulose, alpha-galactan, host glycan, chitooligosaccharide, exo-polysaccharide, sucrose, lignin, chitin, glucooligosaccharide, arabinan
TARA_SAMEA2621287_METAG_DFAHAMKF	host glycan, trehalose, peptidoglycan, exo-polysaccharide, beta-glucan, xylan, lignin, chitin, xyloglucan, arabinan, polyphenol, cellulose
TARA_SAMEA2621295_METAG_NIIMMNCI	arabinogalactan protein, beta-glucan, alpha-mannan, trehalose, beta-galactan, starch, porphyran, peptidoglycan, cellooligosaccharide, xylan, alpha-glucan, xyloglucan, chitosan, polyphenol, cellulose, pectin, glycogen, agarose, alkaloid, carrageenan, beta-glucuronan, host glycan, exo-polysaccharide, chitooligosaccharide, sucrose, lignin, chitin, beta-mannan, glucooligosaccharide, arabinan, glucosylglycerate
TARA_SAMEA2621287_METAG_IMFLNOJF	host glycan, pectin, trehalose, cellooligosaccharide, exo-polysaccharide, chitooligosaccharide, xylan, lignin, cephalosporin C, alpha-glucan, sialic acid, chitin, xyloglucan, glucooligosaccharide, ulvan, polyphenol, cellulose
TARA_SAMEA2621287_METAG_MKCMNKDJ	beta-glucan, beta-fucosides, alpha-mannan, beta-galactan, uric acid, peptidoglycan, xylan, xyloglucan, chitosan, polyphenol, pectin, human milk polysaccharide, alkaloid, beta-glucuronan, host glycan, exo-polysaccharide, chitin, beta-mannan, arabinan
TARA_SAMEA2621295_METAG_DKAAIJIA	host glycan, trehalose, peptidoglycan, cellooligosaccharide, chitooligosaccharide, exo-polysaccharide, beta-glucan, xylan, lignin, chitin, xyloglucan, glucooligosaccharide, arabinan, polyphenol, cellulose
TARA_SAMEA2621295_METAG_AOFFJOHF	host glycan, trehalose, peptidoglycan, cellooligosaccharide, chitooligosaccharide, exo-polysaccharide, beta-glucan, xylan, lignin, chitin, xyloglucan, glucooligosaccharide, arabinan, polyphenol, cellulose
TARA_SAMEA2621287_METAG_OHIOPKFN	host glycan, pectin, trehalose, peptidoglycan, exo-polysaccharide, xylan, lignin, sialic acid, chitin, polyphenol, cellulose, human milk polysaccharide
TARA_SAMEA2621295_METAG_JFLCCKIL	arabinogalactan protein, beta-glucan, beta-fucosides, alpha-mannan, ulvan, trehalose, beta-galactan, starch, porphyran, peptidoglycan, beta-glycan, xylan, alpha-glucan, xyloglucan, chitosan, polyphenol, pectin, cellulose, glycogen, agarose, raffinose, carrageenan, alpha-galactan, sialic acid, alpha-rhamnoside, beta-glucuronan, host glycan, exo-polysaccharide, sucrose, glycolipid, lignin, chitin, beta-mannan, arabinan, glucosylglycerate
TARA_SAMEA2621287_METAG_JCFBPKPP	arabinogalactan protein, beta-glucan, alpha-mannan, beta-galactan, peptidoglycan, beta-glycan, xylan, xyloglucan, chitosan, polyphenol, pectin, cellulose, human milk polysaccharide, cephalosporin C, beta-glucuronan, host glycan, exo-polysaccharide, glycolipid, chitin, beta-mannan, arabinan
TARA_SAMEA2621295_METAG_AHLPPNGD	host glycan, peptidoglycan, cellooligosaccharide, exo-polysaccharide, chitooligosaccharide, beta-glucan, xylan, lignin, chitin, xyloglucan, glucooligosaccharide, arabinan, polyphenol, cellulose
TARA_SAMEA2621260_METAG_PLACCIAA	beta-glucuronan, chitin, xyloglucan, host glycan, arabinogalactan protein, beta-fucosides, beta-glucan, beta-mannan, lignin, trehalose, exo-polysaccharide, polyphenol, xylan, chitosan, alkaloid, agarose, pectin, uric acid, beta-galactan, peptidoglycan, arabinan, porphyran, alpha-mannan, carrageenan, human milk polysaccharide
TARA_SAMEA2621260_METAG_ECGPAFED	beta-glucuronan, chitin, xyloglucan, host glycan, glycogen, arabinogalactan protein, alpha-glucan, glucosylglycerate, beta-glucan, beta-mannan, lignin, trehalose, exo-polysaccharide, sucrose, polyphenol, starch, xylan, chitosan, agarose, pectin, beta-galactan, peptidoglycan, arabinan, porphyran, alpha-mannan, carrageenan, human milk polysaccharide
TARA_SAMEA2621260_METAG_PPDGCGCM	alpha-glucan, glucosylglycerate, beta-glucan, host glycan, glycogen, lignin, trehalose, cellulose, sucrose, starch, exo-polysaccharide, alpha-galactan
TARA_SAMEA2621254_METAG_JDCAMDEP	beta-glucuronan, chitin, xyloglucan, host glycan, arabinogalactan protein, beta-fucosides, beta-glucan, beta-mannan, trehalose, exo-polysaccharide, polyphenol, xylan, chitosan, alkaloid, agarose, pectin, uric acid, beta-galactan, peptidoglycan, arabinan, porphyran, alpha-mannan, carrageenan, human milk polysaccharide
TARA_SAMEA2621254_METAG_EEMDCLJJ	beta-glucuronan, chitin, xyloglucan, sialic acid, host glycan, glycogen, arabinogalactan protein, beta-fucosides, alpha-glucan, glucosylglycerate, cellooligosaccharide, beta-glucan, beta-mannan, trehalose, exo-polysaccharide, sucrose, starch, polyphenol, xylan, glucooligosaccharide, chitosan, agarose, pectin, beta-galactan, peptidoglycan, arabinan, porphyran, alpha-mannan, chitooligosaccharide, carrageenan, human milk polysaccharide
TARA_SAMEA2621260_METAG_OGOIGPKJ	beta-glucuronan, chitin, xyloglucan, host glycan, glycogen, beta-fucosides, alpha-glucan, glucosylglycerate, cellooligosaccharide, beta-glucan, beta-mannan, lignin, trehalose, cellulose, sucrose, starch, polyphenol, xylan, glucooligosaccharide, alkaloid, uric acid, beta-galactan, peptidoglycan, arabinan, chitooligosaccharide, human milk polysaccharide
MALA_SAMN05422115_METAG_ECLHGDNH	glycogen, xylan, polyphenol, cutin, trehalose, glucooligosaccharide, beta-glucan, cellooligosaccharide, xyloglucan, starch, alpha-mannan, alpha-galactan, porphyran, sucrose, cellulose, beta-glycan, peptidoglycan, glycolipid, arabinogalactan protein, pectin, chitosan, arabinan, exo-polysaccharide, alpha-glucan, carrageenan, agarose, lignin, glucosylglycerate, chitooligosaccharide, beta-galactan, chitin, beta-glucuronan, host glycan, beta-mannan
MALA_SAMN05422115_METAG_GEDMGNOH	glycogen, xylan, alginate, polyphenol, trehalose, glucooligosaccharide, fructan, beta-glucan, cellooligosaccharide, xyloglucan, starch, alpha-mannan, alpha-galactan, sucrose, cellulose, peptidoglycan, arabinogalactan protein, pectin, raffinose, chitosan, arabinan, exo-polysaccharide, alpha-glucan, lignin, glucosylglycerate, chitooligosaccharide, beta-galactan, chitin, beta-glucuronan, host glycan, beta-mannan
MALA_SAMN05421707_METAG_LOOBFDDK	lignin, trehalose, sucrose, glycogen, xylan, glucosylglycerate, peptidoglycan, beta-glucan, xyloglucan, polyphenol, starch, alpha-mannan, arabinan, chitin, alpha-galactan, exo-polysaccharide, alpha-glucan, host glycan
MALA_SAMN05421707_METAG_PEGACGMA	xylan, polyphenol, alkaloid, beta-fucosides, beta-glucan, xyloglucan, alpha-mannan, human milk polysaccharide, peptidoglycan, pectin, chitosan, arabinan, uric acid, exo-polysaccharide, lignin, alpha-rhamnoside, beta-galactan, chitin, beta-glucuronan, host glycan, beta-mannan
TARA_SAMEA2621859_METAG_DDJJPFMI	alpha-galactan, trehalose, peptidoglycan, alkaloid, cellulose, starch, fructan, arabinogalactan protein, xyloglucan, glycogen, beta-galactan, beta-mannan, human milk polysaccharide, host glycan, alginate, raffinose, beta-glucan, exo-polysaccharide, alpha-glucan, xylan, sucrose, glucosylglycerate, agarose
TARA_SAMEA2621859_METAG_OEPCBAAH	lignin, xyloglucan, arabinan, beta-glucan, peptidoglycan, polyphenol, chitin, host glycan, exo-polysaccharide, fructan, xylan
TARA_SAMEA2621859_METAG_APOBEFDL	trehalose, peptidoglycan, chitin, polyphenol, chitooligosaccharide, starch, arabinogalactan protein, xyloglucan, glycogen, porphyran, host glycan, glucooligosaccharide, arabinan, beta-glucan, exo-polysaccharide, alpha-glucan, xylan, carrageenan, lignin, sucrose, cellooligosaccharide, glucosylglycerate, agarose
TARA_SAMEA2621859_METAG_LMMJEOCK	lignin, xyloglucan, arabinan, beta-glucan, peptidoglycan, polyphenol, chitin, alpha-mannan, host glycan, exo-polysaccharide, xylan
TARA_SAMEA2621859_METAG_HOOKAFBB	xyloglucan, trehalose, arabinan, sucrose, glycogen, beta-glucan, peptidoglycan, polyphenol, chitin, glucosylglycerate, alpha-glucan, host glycan, exo-polysaccharide, starch, xylan
TARA_SAMEA2621859_METAG_GLIJALDI	trehalose, beta-glycan, peptidoglycan, chitin, polyphenol, cellulose, starch, arabinogalactan protein, xyloglucan, glycogen, porphyran, beta-mannan, human milk polysaccharide, host glycan, glycolipid, arabinan, beta-glucan, exo-polysaccharide, alpha-glucan, xylan, carrageenan, lignin, sucrose, glucosylglycerate, chitosan, agarose
TARA_SAMEA2621859_METAG_GAEHGPFE	trehalose, peptidoglycan, alkaloid, polyphenol, pectin, starch, arabinogalactan protein, xyloglucan, glycogen, beta-galactan, beta-mannan, human milk polysaccharide, host glycan, arabinan, beta-glucan, exo-polysaccharide, alpha-glucan, xylan, lignin, sucrose, sialic acid, glucosylglycerate, agarose
TARA_SAMEA2620828_METAG_HFMANGFL	chitin, starch, xyloglucan, peptidoglycan, arabinan, beta-glucan, exo-polysaccharide, chitooligosaccharide, cellooligosaccharide, polyphenol, cellulose, trehalose, lignin, host glycan, glucooligosaccharide, xylan
TARA_SAMEA2620828_METAG_EAOLKDOK	porphyran, exo-polysaccharide, trehalose, lignin, chitin, xyloglucan, beta-glucan, polyphenol, alpha-glucan, host glycan, glucosylglycerate, fructan, starch, sucrose, peptidoglycan, chitooligosaccharide, carrageenan, glycogen, cephalosporin C, agarose, glucooligosaccharide, sialic acid, pectin, beta-galactan, arabinan, beta-mannan, cellooligosaccharide, human milk polysaccharide, arabinogalactan protein, xylan
TARA_SAMEA2620828_METAG_JFDLHEAJ	chitin, xyloglucan, alpha-galactan, peptidoglycan, arabinan, beta-glucan, exo-polysaccharide, chitooligosaccharide, cellulose, polyphenol, chitosan, trehalose, cellooligosaccharide, lignin, host glycan, glucooligosaccharide, xylan
TARA_SAMEA2620815_METAG_BOLMEEMM	raffinose, glycolipid, cephalosporin C, alpha-rhamnoside, chitooligosaccharide, beta-galactan, starch, sucrose, carrageenan, beta-glucuronan, lignin, glycogen, xyloglucan, chitosan, xylan, alpha-glucan, alpha-mannan, arabinogalactan protein, beta-glucan, polyphenol, human milk polysaccharide, peptidoglycan, beta-fucosides, glucooligosaccharide, pectin, alkaloid, cellulose, uric acid, arabinan, beta-glycan, trehalose, exo-polysaccharide, glucosylglycerate, cellooligosaccharide, beta-mannan, host glycan, alpha-galactan, chitin
TARA_SAMEA2620815_METAG_NPPEOCKG	chitooligosaccharide, beta-galactan, beta-glucuronan, xyloglucan, chitosan, xylan, alpha-glucan, alpha-mannan, arabinogalactan protein, beta-glucan, polyphenol, peptidoglycan, glucooligosaccharide, pectin, arabinan, exo-polysaccharide, cellooligosaccharide, beta-mannan, host glycan, chitin
TARA_SAMEA2620815_METAG_GMEJBCHH	glycolipid, beta-galactan, starch, sucrose, carrageenan, beta-glucuronan, porphyran, lignin, agarose, glycogen, chitosan, xyloglucan, xylan, alpha-glucan, alpha-mannan, arabinogalactan protein, beta-glucan, polyphenol, fructan, human milk polysaccharide, peptidoglycan, beta-fucosides, pectin, alkaloid, cellulose, uric acid, arabinan, beta-glycan, trehalose, exo-polysaccharide, beta-mannan, glucosylglycerate, host glycan, alpha-galactan, chitin
TARA_SAMEA2620815_METAG_NJKEIABP	raffinose, glycolipid, beta-galactan, starch, sucrose, lignin, glycogen, xyloglucan, chitosan, xylan, alpha-glucan, alpha-mannan, arabinogalactan protein, polyphenol, beta-glucan, peptidoglycan, pectin, alkaloid, cellulose, arabinan, beta-glycan, trehalose, glucosylglycerate, beta-mannan, host glycan, alpha-galactan, chitin
MALA_SAMN05422169_METAG_BPCBKGGL	uric acid, alpha-glucan, peptidoglycan, cellooligosaccharide, alkaloid, alpha-galactan, xyloglucan, cellulose, chitooligosaccharide, fructan, beta-glucuronan, alpha-mannan, chitin, xylan, beta-fucosides, alginate, beta-galactan, glucosylglycerate, arabinan, sucrose, glycogen, lignin, glucooligosaccharide, raffinose, human milk polysaccharide, beta-mannan, chitosan, arabinogalactan protein, beta-glucan, starch, trehalose, exo-polysaccharide, host glycan, pectin, polyphenol
MALA_SAMN05422194_METAG_KKDHJFJO	uric acid, peptidoglycan, alkaloid, xyloglucan, beta-glucuronan, alpha-mannan, xylan, chitin, beta-fucosides, beta-galactan, arabinan, lignin, human milk polysaccharide, beta-mannan, chitosan, alpha-rhamnoside, beta-glucan, exo-polysaccharide, host glycan, pectin, polyphenol
MALA_SAMN05422169_METAG_NMKAJFHO	cellulose, alpha-mannan, arabinan, lignin, beta-glucan, peptidoglycan, chitin, starch, polyphenol, xylan, alpha-galactan, trehalose, xyloglucan, exo-polysaccharide, host glycan, sucrose
MALA_SAMN05422194_METAG_IIAHLBOG	peptidoglycan, cellooligosaccharide, alpha-galactan, xyloglucan, cellulose, chitooligosaccharide, alpha-mannan, chitin, xylan, arabinan, sucrose, lignin, glucooligosaccharide, beta-glucan, starch, trehalose, exo-polysaccharide, host glycan, polyphenol
MALA_SAMN05422171_METAG_JOOHPJDP	exo-polysaccharide, peptidoglycan, trehalose, xylan, host glycan, polyphenol, chitin
MALA_SAMN05422171_METAG_IPGIMLOF	exo-polysaccharide, ulvan, alpha-mannan, cellooligosaccharide, peptidoglycan, starch, glucooligosaccharide, cellulose, xylan, lignin, trehalose, host glycan, cephalosporin C, polyphenol, chitooligosaccharide, pectin, chitin, alpha-glucan
MALA_SAMN05422171_METAG_CONJIOLN	exo-polysaccharide, xylan, host glycan, beta-glucan, pectin, beta-glucuronan, peptidoglycan, polyphenol, chitooligosaccharide, beta-galactan, xyloglucan, chitosan, arabinan, alpha-glucan, alpha-mannan, cellooligosaccharide, glucooligosaccharide, beta-mannan, chitin
MALA_SAMN05422171_METAG_DACELBOC	exo-polysaccharide, alkaloid, xylan, lignin, host glycan, beta-glucan, pectin, beta-glucuronan, peptidoglycan, polyphenol, human milk polysaccharide, beta-galactan, xyloglucan, chitosan, arabinan, alpha-mannan, beta-fucosides, sialic acid, uric acid, beta-mannan, alpha-rhamnoside, chitin
MALA_SAMN05422171_METAG_CFEOHJLA	cellooligosaccharide, exo-polysaccharide, xyloglucan, peptidoglycan, glucooligosaccharide, xylan, lignin, host glycan, polyphenol, chitooligosaccharide, arabinan, beta-glucan, cellulose, chitin
MALA_SAMN05422122_METAG_CIAAGKJC	carrageenan, xyloglucan, beta-galactan, chitosan, beta-fucosides, chitin, polyphenol, glycogen, alpha-glucan, beta-glucuronan, xylan, agarose, pectin, cellulose, trehalose, peptidoglycan, porphyran, starch, alpha-mannan, exo-polysaccharide, human milk polysaccharide, beta-glucan, glucosylglycerate, beta-mannan, host glycan, alkaloid, sucrose, arabinogalactan protein, arabinan, abscisic acid
MALA_SAMN05421913_METAG_ODIEKPBC	beta-galactan, xyloglucan, beta-fucosides, chitosan, chitin, polyphenol, glycogen, alpha-glucan, beta-glucuronan, raffinose, fructan, xylan, cellulose, pectin, alpha-galactan, trehalose, peptidoglycan, cellooligosaccharide, starch, alpha-mannan, exo-polysaccharide, human milk polysaccharide, glucosylglycerate, beta-glucan, beta-mannan, host glycan, chitooligosaccharide, alkaloid, sucrose, arabinogalactan protein, glucooligosaccharide, arabinan, alginate, uric acid, lignin
MALA_SAMN05422122_METAG_INOMGGDK	beta-galactan, xyloglucan, beta-fucosides, chitosan, alpha-rhamnoside, chitin, polyphenol, beta-glucuronan, xylan, pectin, peptidoglycan, sialic acid, alpha-mannan, exo-polysaccharide, human milk polysaccharide, beta-glucan, beta-mannan, host glycan, alkaloid, arabinan, uric acid, lignin
MALA_SAMN05421913_METAG_LICMHBMD	carrageenan, xyloglucan, beta-galactan, chitosan, beta-glycan, chitin, glycogen, polyphenol, alpha-glucan, beta-glucuronan, cellulose, agarose, xylan, pectin, alpha-galactan, trehalose, peptidoglycan, porphyran, cellooligosaccharide, cutin, starch, alpha-mannan, exo-polysaccharide, beta-glucan, glucosylglycerate, beta-mannan, glycolipid, host glycan, chitooligosaccharide, sucrose, arabinogalactan protein, glucooligosaccharide, arabinan, lignin
MALA_SAMN05422122_METAG_EAEHONNA	alpha-glucan, starch, exo-polysaccharide, xylan, glucosylglycerate, beta-mannan, polyphenol, lignin, trehalose, host glycan, chitin, sucrose, glycogen, peptidoglycan
MALA_SAMN05422122_METAG_JACOJCMO	chitosan, alpha-glucan, starch, exo-polysaccharide, xylan, cellulose, glucosylglycerate, beta-glucan, polyphenol, lignin, trehalose, host glycan, chitin, sucrose, glycogen, peptidoglycan
MALA_SAMN05422122_METAG_CKBPOFGO	xyloglucan, chitin, polyphenol, glycogen, alpha-glucan, raffinose, xylan, cellulose, alpha-galactan, trehalose, peptidoglycan, cellooligosaccharide, starch, exo-polysaccharide, glucosylglycerate, beta-glucan, host glycan, chitooligosaccharide, sucrose, arabinogalactan protein, glucooligosaccharide, arabinan, lignin
MALA_SAMN05422122_METAG_NEMGCJEA	cellooligosaccharide, glucooligosaccharide, alpha-glucan, starch, alpha-mannan, exo-polysaccharide, cellulose, xylan, pectin, cephalosporin C, lignin, trehalose, host glycan, chitooligosaccharide, chitin, polyphenol, ulvan, peptidoglycan
MALA_SAMN05422122_METAG_JKIINEFM	beta-galactan, xyloglucan, beta-fucosides, chitosan, chitin, polyphenol, glycogen, alpha-glucan, beta-glucuronan, raffinose, xylan, cellulose, pectin, alpha-galactan, trehalose, peptidoglycan, starch, exo-polysaccharide, human milk polysaccharide, glucosylglycerate, beta-glucan, beta-mannan, host glycan, alkaloid, sucrose, ulvan, arabinan, uric acid, lignin
